ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.848205776896797,200.8493054644885,21345.763956349965,6.621478398030181,318.03525884453285,436.07817732062693,10.129584597690368,56.69454995482365,4.208870146369916,1
6.437508266755339,213.60811977707837,27149.761478671782,6.228819313180669,289.5834214159382,479.0566103861137,16.20294789568927,72.22540182981562,4.736055803385926,1
6.551799674267656,261.9775728874115,6580.463988784961,8.010380892901914,,560.3209958317619,15.492868978692222,101.10709447537985,3.995414490277558,0
7.878463778330023,226.06145349754178,7955.689284995595,7.906173674016829,335.1358315006401,406.7948747681276,14.640442800414897,78.38999132484673,4.729002734592866,1
7.628166096546117,227.23167839410692,26308.021281760968,6.572862368283091,358.22543533365115,356.74002225687485,14.348289908695756,65.44149437751415,3.6395278751062294,1
,294.8323902355291,4920.931750589803,4.5065754588881095,361.5564968961139,352.62808977348567,15.064510909350416,52.895469864324795,2.3711059700287738,0
,212.51067125657102,18095.58674816211,7.841077532899535,336.5203181856929,370.97232439805657,15.3413882529033,56.41283769015501,4.458833123380618,1
,211.50859236197448,23435.545161061033,5.907623034362625,377.89124294797807,603.6821437180096,17.991430466448488,77.41588533049074,3.9938978931218316,1
6.470377475423077,218.52848237829292,25659.39055631344,7.458658899085088,317.6280886064334,486.54988649075665,15.872498388649694,52.049998328388895,3.5959011097335942,0
6.311635906392694,163.7130887171759,20771.132302080594,7.358828426052878,273.79499263493096,515.0025480289968,13.713007237567973,66.443557929482,3.649762004695315,0
5.859340907628184,181.7951476345998,18806.313573953157,4.135463065272589,352.5592004461464,406.88115302560846,11.528259190279604,89.68942637989846,4.2871337534393215,0
8.003969133863244,179.80258346584532,29420.886439713526,7.248109061370286,338.18156172995947,425.86810540810035,12.740939691170777,68.8363567669832,3.334664340201202,0
8.773458439081338,216.72364727102598,24515.255974227694,7.93296139009164,353.3741921428744,481.9411604766819,15.161848139500801,48.91806498098162,4.262690951458173,1
6.909078813517687,190.42641400892165,16339.664225485696,8.126700816190569,281.15749472039994,385.5360995375248,11.969966564988322,101.68113521329629,4.897136874786424,1
5.819765284556208,200.4231496151777,22344.82980390323,7.305437886732174,,402.69536907626593,17.421394392758252,94.95166242672374,5.576854712798183,1
5.843278176463141,230.79854784475086,25374.392328694812,3.996046050559648,362.1305989602093,372.02365469889276,15.719181964220423,74.51906024574131,5.065530699454566,0
8.05588918173705,223.62082363853244,37082.94060752862,9.137788078254887,,390.2005840194308,18.073640486188133,87.06723766369322,4.096161437713951,1
8.194881256805164,190.8249279026801,28910.05857091715,7.769415814717277,,429.9182890002658,12.191896570808815,62.07492916562425,4.17097877792572,1
7.894731402457793,174.56015689989687,32665.663626716087,5.218755459594646,,360.2631899068832,11.557476706660779,78.1361625381803,3.6578061488267886,0
6.081735439066959,232.32879141290204,16658.973134452244,5.875334396549928,287.8274389353819,448.8783183303509,18.048988846683294,59.538655156071826,3.606798088239552,0
7.42824198460008,220.7645177891157,17416.915912143628,7.485334250685343,425.7159578164749,448.76653964408933,14.72884805700293,44.44227651472974,4.650184802799155,0
7.255028713711092,144.59978181454778,19949.717463030076,8.194059025411244,307.85859746412746,411.66010857150536,13.631693474623763,108.38914629561896,3.730142154507068,1
7.40803289509352,185.97907395493502,20754.867888983303,6.3490186869706315,403.54071379883004,359.8032115549263,16.60557963565291,43.614083320702484,4.255557720049959,0
8.387143166922286,201.2964947845364,13173.621120068652,8.424330143658938,325.43657481201865,434.3970439161489,16.4827824875309,71.22044172313811,3.2192425842234633,1
7.415393323162023,220.922550947873,33116.2379049033,4.287428410021719,397.81061506163263,385.6076349638567,10.155979668780137,71.03120229988637,5.038843866458306,1
8.098370344607842,225.12324783807267,29760.993863144606,5.472914762471817,302.8703912201128,429.72753336848274,18.869328906184094,74.7592904638702,3.7184838023527993,0
7.181368604233337,205.08499203761517,19333.205156385782,3.8583048644495097,333.7722915204147,513.8501973922748,12.945657086729268,64.94711488769208,4.818623753118669,1
7.513679098034976,214.7279210034834,27641.802391851495,5.702099874265885,,325.7647906316774,19.910059557548287,65.11615253970467,3.4210179217259444,0
8.02693233875781,198.05237767610092,23968.825659543658,9.50276195157967,360.1451626045287,599.8789069514701,9.899289575239914,68.6422700809233,3.379765815749591,0
,174.43674597822206,28326.891392768157,10.371327530644937,378.1312351799732,420.19811265698075,15.347416312185029,74.17386939772072,5.005864789459138,1
6.600493175464048,187.63953948667987,10224.426526680225,7.490652939804099,313.01364329313583,458.9471419124736,13.68745003690303,66.37057494483028,3.481714138545292,0
6.374441018560807,196.60771797248347,20736.552388058495,6.111281852515684,,365.7799927806532,7.781725567767195,65.2925494376367,2.747037804710076,0
6.121683227634987,194.89026399940514,21505.002110266174,6.76980895665551,384.1839316159209,517.3769239633318,16.472086327570487,44.99801892438213,3.158846381341715,0
,135.66166705780893,27483.341213594184,7.867877027516175,304.084524429523,415.9498824439464,7.951007811741481,99.02165600909753,4.63823277117865,0
9.322411966851593,183.2805332822582,16502.60223763269,4.65049025441025,356.47418350585446,394.4705352160661,13.337499358808815,75.07832621869834,4.563284023736449,0
5.781253326460135,197.79858089885286,320.0,6.215451301949696,324.01443016911225,379.9587982979541,17.94410907646342,69.78428953312732,3.375249155286272,1
8.532417531887221,186.99616025901756,12527.493475920786,9.387131057631393,,404.52063793686443,12.550881274926372,56.28362983169832,3.4772594130648096,0
4.555695342576293,188.10163854362926,21478.60916531534,5.467778090461187,336.4665588729924,459.4677858362327,11.317677299998786,50.14145007583252,4.4949523445082535,1
6.577672455021338,211.6157238657468,22574.26465766422,5.936540659166762,300.6803908178165,439.82485525044603,16.941176352854633,80.33178045837009,4.996418025250335,0
7.3241295976575085,161.47337001444373,36780.47103542111,7.140845976450676,322.31157912297965,422.8112213511782,13.476590433252982,63.8102293616305,3.9163363592120195,0
7.959333497038918,143.90264915356124,27124.68628457153,7.5673647700174405,,369.08628656401436,12.963303007523589,76.4612462700809,4.402305964040724,1
8.146839869689282,184.8585666932264,22729.02054886016,6.132493607004834,,364.4661220860019,18.507475174658765,44.49516783404138,4.6512777919074315,0
,220.45166097605727,21729.92850262679,7.24160372553809,,389.13005739362154,10.447980173989896,91.45904847242144,5.6493425208403,0
6.5569123916273435,250.00169726357242,31697.68826162821,8.080544463308314,374.4081778294708,462.8220569728571,12.783296056947608,81.00231445363289,3.0685415346636375,1
,221.02810365103167,16838.731334579268,10.219093881546563,344.8892004382334,478.98079006163226,17.159275136530244,65.0867843772128,3.4483957415542346,0
8.366963821885731,149.0155596841969,20783.711181514947,6.920533880493046,301.7110065085004,489.7635357518415,10.234573726818592,73.97553177845111,3.574950799390483,0
6.793043512677578,188.56424833994333,12461.206286387094,7.054750241761911,,425.88264851689536,20.158645627129438,78.40427062446402,4.615468835997502,0
5.166470514993117,204.21230019460893,34457.80604705782,9.533374706647628,413.92625244649685,456.68495527342594,13.584403299279652,44.74091508328559,3.773504176800091,0
,201.68291574155495,25456.21567750415,6.252317943889009,291.59469712104004,412.5239436093671,17.185940358660805,93.58079564048431,4.213551754205031,1
5.700821570997583,213.25774569417197,15809.020694045394,5.027522208235754,337.66824434417146,286.61616072573054,17.17903608747439,74.22882816894406,4.065037503476315,1
7.825741116080646,166.65443371325566,21010.22955950844,7.515393381541161,347.79889728829585,408.72585683684815,13.79744985092399,54.993542941970205,3.9713549581947323,0
7.293638604105848,198.07817880162375,26483.63719331908,8.820356539638906,,395.9738699713798,12.719260030906357,48.635215162034115,4.053769328021365,0
8.115728031101652,209.45033055283614,19815.195135425645,7.690454473615503,291.90964565232827,342.8763836456759,14.158216945551153,82.39098341042157,4.773322557644434,0
6.4391210304951985,222.4214705057171,17326.69264758049,6.966715261075352,300.819237800734,380.60846593977567,16.651858016718236,69.82077899507749,3.2129431938275346,0
7.317809536615071,170.21701866839066,16276.019773917415,4.831538470446954,310.59329490553483,436.8073131432782,11.044798014929171,74.21813462749992,3.8542041710738943,0
8.018385590951006,184.95498024822726,24986.695856344577,7.027776592475971,303.9107923669911,335.34025714519396,10.329246657187358,66.83196578381174,3.0220833582763804,1
6.615980190419642,109.47783423765311,18873.86397132229,9.068384783579813,387.43653612041817,369.13716228673525,19.197868981786957,50.15555223534797,4.146714403942683,0
7.765162856336117,176.11321703751122,18034.544666130714,5.17009501116803,332.6258342676222,549.8321612442174,11.874978267571443,74.6396081968355,3.817487488622457,0
6.0871110884000235,179.21872342492662,10296.738408164092,6.733299465390831,311.5241548529479,297.7834939295755,15.46847681069373,63.199930745762614,4.804009643402959,0
6.535419230152392,163.37329573864181,22694.907856143276,6.50777412318979,337.3852797985554,411.34542723143164,13.63272611063296,66.04860375081114,3.966237887971471,0
,201.29958880744485,20424.670441794966,6.017626778392362,,332.6952507388732,13.77904348296274,104.90744383243035,3.6238054759456553,1
5.286240531616441,194.2097461745514,19193.14398240997,7.511718347140029,318.8705920516392,365.86905617391125,19.02028608057923,80.47892003178829,3.777566162503277,0
,123.70515591751644,23757.21884157606,7.820422281184492,369.9812331022125,410.18102163055084,14.018941680400172,81.41359153807839,5.314270886613596,0
6.375896489695914,202.89625501765622,28573.979844193826,7.803866509573631,280.8829822513811,346.99391018969845,13.122473776881005,110.47247466448843,2.7453371234678006,1
7.098741178091531,166.29362781475112,28166.72918891791,5.576640573488103,,471.91444922931424,13.409938400292855,72.63009672931794,3.4805374415198393,1
7.801119988358863,211.54204669409648,26861.428952890918,4.519345762952781,,534.092049581793,12.638587217044233,68.33926209047888,3.9980862743200527,1
,154.9807600726827,19903.321656364726,7.534573729718551,,493.33425088821855,12.088700714337355,55.39684093986189,3.473587371667548,1
8.07807766345918,196.96020923299008,17041.42459379531,6.32064791445741,304.586412696941,507.96904941766945,12.651825352377596,59.068659896717,4.352731704755888,1
6.932271773235865,186.93877347563182,12858.859825602225,10.024533559905121,282.65814464895004,315.62114567769487,19.788593372532432,33.23691898191899,3.9259413582734863,0
6.4450525319337695,205.69926031841058,16812.01743064502,10.097525319703616,264.666450631569,406.5543182544693,16.647913129299404,79.20485808866653,4.169668224051669,1
6.9604226836404015,199.9903128848431,22186.331334347717,10.265289875145744,301.72615657305874,463.39368538827455,13.160851388763081,45.875879843571525,4.061905945517062,0
4.5489983490629555,187.83474639931345,15118.270713107726,5.634624776365153,,495.69527312916296,17.539463594242115,81.02432290768323,3.889624593540093,0
4.909331291365369,146.83928595058416,22856.421110059975,8.019603157052508,293.5875846855089,566.268239408786,9.06226045542168,65.7029785252387,2.963157486525679,1
5.095950581468396,148.72934516924698,13546.94493471295,8.496104977257344,269.51362438530333,511.52316733031563,18.83973856066171,68.47455117918273,4.107352094771039,0
,177.315617949049,7447.101133408416,8.318199689000156,295.72832225565077,497.71908989391073,18.574014040428843,65.71363953166075,2.594541108002624,1
,195.7350437142532,29200.19167998425,6.560051248173703,317.22183398232306,636.6876464431489,21.679902246278015,88.85440574790405,3.4458704343287225,0
5.721781416959908,176.53606568962826,17853.383998641544,9.141080546685215,,433.70472652858365,17.638119748959568,85.99296623097015,4.351580123097672,0
6.512756168940916,216.0067817785429,14673.214861226475,7.120750478459106,,402.8753249406745,15.742873994755069,65.93195922839513,4.897956277852575,0
9.028842446679098,187.06493058522614,12420.960570821466,7.322407677397995,375.336860188127,440.1886322928359,18.560763270064893,51.836133962104604,5.802544577719833,0
6.545604043407861,165.11959280705568,25724.025498385614,4.690223146192113,384.21943196175107,352.7957795450559,12.23482887646713,81.36700350637905,3.6359618968448357,0
8.18627335270063,187.1009186243869,34071.94062957408,8.138728651925323,415.2239627209622,431.41070286142457,12.995125577382906,50.611885463072774,3.2952027884283153,0
5.6795734799851845,203.2275147621297,18479.042238976115,6.708549492555591,266.3788000153587,287.85182449780143,14.087992099103651,41.211247083885794,4.377381169670947,0
6.771843663198555,206.3963110023867,20123.509204209156,7.85435060211883,,383.6384770745756,18.817309051971296,74.47326786950119,5.428575675566348,0
5.654966917634129,256.10813222378016,31412.211235827162,7.491479645691297,361.6378914394499,416.77328943475266,11.475601435818628,86.13953673321227,5.165540938353508,0
6.571450386149157,174.59490111989058,6136.391172777601,7.405879791128758,314.38472016347396,501.97082326824346,11.125196398020126,59.83762028173921,3.162638219911333,1
8.340462206186093,193.6486828291072,39263.43799834409,7.047772555502639,,514.8872435509089,15.080575658083156,72.95318654940313,3.8604028337794056,0
4.489019365211477,209.63596629822163,43448.75965140226,8.362827580763518,341.4916506347079,348.91063481991347,16.667850640350355,59.66608424984927,4.633286480853431,0
7.731635465318786,195.2504653055739,320.0,6.805749791721595,397.74737261150875,592.0826747170873,11.979834099397749,78.09629224871026,4.687374698900362,1
7.436603403498417,179.9802193283631,21158.89668240004,4.820788077264286,,437.8698782751602,16.51237924414738,84.1394809198779,4.431652300599654,1
,146.42377035698422,15708.834530503927,8.018949858070815,376.50168168891827,445.2035972824616,18.81571782876633,62.14158352539123,3.6199761044728858,0
4.910913218417319,179.6532941103035,19691.951569165485,5.841771270639612,316.11326404355844,296.58452120093386,18.26152358849563,49.752828844895035,4.424712869967716,0
7.188194261570804,161.64152279303036,18344.762939468354,5.027666288562219,329.0041053153009,376.39540879039544,15.465866136143198,42.79610423769307,4.6948936278040545,1
6.285760936404296,140.7485862040391,29133.127293663973,5.504855532054695,,509.98590492259825,14.001027428666374,81.39615260585603,3.2430243409925827,1
,170.53827706654124,21026.761915890722,7.567665159383935,,439.5822770170479,20.027557997636467,47.987622834333216,5.007584001306231,0
,162.49306493547346,14025.34373146638,6.967500291110137,393.34253947531687,434.6251781002299,14.35083318182179,72.42679270747834,4.743728420892442,0
9.482668336981373,214.68116944937435,20503.93613544176,3.750360813116901,363.5608796625717,444.1737736460385,17.403170244730177,78.99399450876876,3.391270030365283,0
6.7209665587904635,215.2349387972574,26528.657758160334,6.513823609976782,318.85388791268156,310.5436555931161,20.762328881312403,58.2789095674812,4.691429666120369,0
5.544753761067202,167.075862733412,11632.763955498478,8.967385335460127,386.4882928058589,418.2713157278809,17.056384662778783,63.707384227084724,4.604228651277871,0
7.348913452434474,187.67268382198012,7576.530547733271,6.406952839925261,307.15492648336664,538.6664284238097,11.00959893140686,82.58450384960972,4.633899069163488,1
7.409995025957648,136.53623481239887,39490.35436332576,6.8585470455844035,,512.9366097652395,10.211224821682652,53.307260645176896,5.199258982463731,1
9.118781362860656,180.18112159415378,16379.918018957014,8.767926470976901,,415.9840446307521,13.317822913791769,51.662671998447635,3.9618398123255254,1
8.332666868871868,208.76742082247506,20809.414304715785,8.376873027963168,280.5790304422441,551.0934939489244,16.641347107412145,62.60286221641306,4.228586626341868,0
,222.39801246765128,18525.334290909726,8.734366718489703,324.97320590941666,325.27211945852844,15.767793360585244,87.10218512563725,1.9117919609750569,1
9.274954336829342,173.18249338587796,26820.729164800385,2.7393652961151496,341.4510446721342,348.2641868114992,21.583370816030122,92.49384373257837,4.840341703328014,0
5.296855418515724,229.65935553688064,37561.36762550846,9.858966400738534,348.8040791342892,575.0897901725846,15.735685749612644,64.79971506886011,4.765277405720347,0
6.120372700875379,147.4978585115689,27100.019791965824,8.125512687976128,,472.23784946468186,13.219443984722908,54.86362962567424,5.027706757732087,1
5.690136087891712,156.07591042739864,8697.937656074278,11.009132734158158,356.814908476968,402.88901263181486,10.559971059737363,83.63865677789728,3.2393892824077675,1
,218.70917970041205,9875.237545135193,5.883924871376632,355.5455935890431,421.5745147171802,18.19544334706124,39.35741157710031,4.72039540092019,1
5.014970778665537,249.47587931402393,18515.07892038294,4.3337480430747215,300.57917693568385,361.4695109498253,14.279997943612772,70.41129583719906,4.764624451221605,0
8.032726420221607,211.78982362187824,19661.594840093254,7.1314051616257785,345.0639858479739,448.1274081445956,9.329738764831987,65.68859979600488,3.4622850420631366,0
6.74666595435184,194.7090436309116,6912.487366076313,6.6849117189836855,271.2724512279457,441.79107570491766,14.37345998962039,,4.793652253031963,1
4.8737905582460135,125.75412011128932,29199.619869929844,8.152789094111418,397.047645636566,427.59077678901525,11.014064233280878,88.99930034214171,4.331171754605716,1
5.556631378188688,131.28169420660868,12486.968707379434,8.818386784446442,275.49484222345285,333.2195027831123,12.89539621584561,51.131037361254165,2.645550816491353,0
7.550270771175293,200.1411051806678,35110.25469984287,6.982075251090395,318.79596661098986,447.1804888855129,14.3204335222608,69.1163841746946,4.425895039966524,1
8.337189851841572,184.5419945737224,37980.94787749417,6.739681287615893,278.92615619990187,383.6390854062374,11.312912440494532,57.15620965568705,3.371578646525902,0
10.07509633753768,160.61327417113222,19836.816518815805,7.945897314835481,303.0631822795083,347.12181916086496,12.690840242444025,61.64809636451081,2.6627731066029856,1
11.450793699010994,198.09704258656163,25863.790056467482,6.715000708205854,333.5505650327141,527.3393993229889,11.844404547426048,76.4016819478392,4.2559115549419815,0
7.701614149913994,199.68420376024991,11209.822862321553,6.582828280583076,311.32091796084393,599.5777086268207,11.932945652143225,60.9747152221107,3.9190420515839803,1
5.595692819952204,226.22130779328873,27483.64138322183,8.758673203106952,379.9140965839705,581.4096103055708,10.973532293465853,69.54159239575401,5.064974585404108,1
3.8819305789030363,200.37127305640644,17644.852446480574,9.110449013907644,342.30294165447464,478.0098211009828,12.706876936809696,81.90780907753216,4.11174091441158,0
7.481567193515754,235.30861978670032,12478.94622967014,8.832666665303687,314.0207011016277,404.7531936736648,11.347495142145956,90.945619925494,4.577245074854876,1
,196.25580894556202,19476.53215302133,6.85419705389367,327.5231408710641,420.3715533916303,16.23572758272029,71.07661834591316,4.366871305519117,1
6.456964109730472,192.30928016616525,17929.389966284965,3.7391333993499707,,458.448181076982,14.962640176649959,68.30779959405025,4.76634673666038,0
6.161854801410288,230.05798995990983,19162.352035657073,6.8858343834993,370.2637062146631,392.38017980310485,18.2425602424696,48.46189941639408,3.2786022708686087,0
6.868813670375422,164.6898918386741,30342.692747699468,5.922391579970263,,531.5048048097917,20.52612118844409,92.08993495659367,4.124858571487893,0
8.678970346181465,286.0623185045172,15126.852412584623,6.915034469963271,,263.1418004537169,16.53517254594184,74.43035729881602,3.8602259956036864,1
7.315572851168017,208.00823930133555,37230.15170801689,6.059676389506178,352.4663825660592,402.34195568100535,15.783637181289917,68.60684701668443,4.479873039394241,1
6.842047744441968,208.18653609080553,10393.227020121649,7.087231028364349,347.4880300271086,490.0857193653856,16.74311299857315,67.77779739958645,4.169534199876048,0
,212.8030711671231,36181.32349577628,5.477944505814128,,358.38722821761434,15.839743096107124,72.24258627159513,3.491050464531051,0
4.567975582943465,256.06836721061256,13099.201845878297,5.096466449984962,363.71419016157154,406.78808870577336,14.465657839907754,78.90300593606788,3.706411838863558,1
6.3505381363900035,221.36023717352342,22005.113950653882,9.05185254246201,296.47416025235776,473.4914732994562,14.203224839053584,80.90791858811562,5.255832112660343,0
6.999326173772519,144.63820867187445,17714.980084797768,5.5879409708791075,,547.4615285630236,10.928489118595296,92.49499071206702,2.648406127795199,0
9.731894870369825,240.91105231256014,18999.499550613014,7.120523967905039,,322.4849374267004,17.06843452920597,70.3315538379044,4.52330447135496,0
7.2754117822093285,185.09130945775945,29041.90296283816,8.62813345763248,286.59109752352543,316.55404097961116,14.196727127467511,94.81805975209954,4.938328111451752,0
,199.42896233085835,35167.48101169667,8.564600519442726,311.3078552400001,350.3175849728127,19.08341261515912,83.5351171276175,4.421492978951862,1
6.331056602191272,155.06387289039148,32454.90166246098,8.375860163766255,310.5951148043264,302.9971319593472,17.319948481831545,65.42587162505453,5.507386436012437,1
5.302584350374463,212.83846457996466,18463.409965361996,7.598529092912426,,308.6897235670824,12.234359646489276,39.38854559921813,4.702042204718674,1
5.632324856651442,175.15602271783834,23629.918300487934,8.263925227488222,324.63694718148787,348.18710418442396,18.41408045476589,67.78610868161113,4.269616496715404,1
5.99216090319637,199.20542841579115,15155.177047928464,9.289479249517724,286.03495455134686,524.6794838596793,5.849551543538199,91.64734043922321,3.605950944434047,0
,186.90883182845494,13318.103758719926,7.79153569851269,275.8353750048744,401.0338545544994,20.66974495836078,53.8407372918582,4.284080608801129,0
5.847919981163421,257.60040965554725,11960.941056759575,4.2172202920335895,355.50995671031234,428.5100084925285,9.883130583426105,67.73589488889336,4.501711897746714,1
,259.4323296046589,18176.482097749187,6.284917534282847,344.7357114471307,349.56285945966573,15.93387019126387,69.07654633101278,3.9727303310010167,0
5.725609232869461,197.4884214468717,24203.04138400104,8.2202647133209,337.3270398454063,476.6829660051666,15.710473348286843,81.66245078766545,3.390595244789237,0
8.477359519311367,198.04728676380336,5247.381048979303,6.129188424739142,344.1000062173789,576.0611222266218,18.008265644077774,60.11745292591059,3.0307063205149727,1
7.657426449158795,184.04982507681552,21607.478028366684,9.679767700344657,307.62431495147354,354.9896092768463,13.215300535895441,52.315983275024315,4.114617370597159,1
6.845043153512864,231.39220132808916,35309.54034229933,7.020175871497038,340.5436866687809,563.9798696859788,7.219789042855218,75.6340348498245,2.8153533579303747,1
7.018856210796849,185.47456414933194,31853.160075780077,7.254693058747909,437.07872816435497,455.1539506534276,13.219949892444166,54.35713029159084,3.602196702223138,1
6.097818456855914,182.51720721133762,16881.93564886114,8.897095834264743,381.1572519506329,427.3490799430969,13.57676440175113,36.66481329529782,2.073242432716048,0
7.749108302223121,227.31497163727886,9763.424585589966,6.831097162251318,321.17525351064666,458.00990658601927,7.537666345162899,96.21402517573141,4.619754453104572,1
6.39752477948883,178.77442894986723,26046.711787696528,7.3985177164505345,311.5417583688492,457.24211991736126,14.449726309570435,81.41789672662836,4.870156433153526,0
5.2415913543491275,194.791838897647,1690.1542456802235,8.540615104718597,215.72198470284576,574.5683535250596,10.749690087407,96.91088212375844,4.031579487004703,0
5.1630936385205715,145.39805499164822,31750.05159629108,4.793812426982775,376.81646027237264,467.617658545738,16.441980840208398,80.55900659885168,5.3985380448506435,0
7.338881876583179,218.53409104394134,20140.83799436398,6.669228903427672,365.2508195047673,469.2885736912777,13.487936871772504,77.42191173141774,5.020961666728693,1
,258.1077420538198,38074.5038114638,8.43006220669901,310.7030532596638,392.28001440299647,20.771613122215122,72.3864772614098,4.344232857814824,0
7.319987420360158,219.07921192959333,6868.512691494396,7.223648234381299,,493.1261709171523,13.45461043242641,63.3863418386911,3.8816927984884706,1
6.902042510835177,242.77757336151376,30066.142395072697,9.43838742308242,285.63403482922126,349.45224211016114,15.720291178925946,74.69612662686256,3.6974694672710666,0
7.508739209403815,168.9247316423254,21132.53750113948,4.630041094064669,,434.7203191663675,13.59686402868364,57.43763375313956,4.408743038000791,1
9.039002612560237,203.56237702490242,19110.686838989855,4.44979720664511,329.33702991983694,656.6626844624662,8.943214978080654,49.07848740583667,3.859843064102456,1
7.409073752045785,165.81888242017953,10000.472810089494,8.336104696263895,361.35527272189853,225.66480642829669,13.624447083046265,61.017941765878604,4.397619557292812,0
6.4636091537493945,188.71150254139704,27238.709141861753,8.487975399593784,336.5441686730955,444.6517597068361,16.78626435586588,87.32217511989259,4.45551381878962,1
8.739433065089834,220.71076727528015,27943.724864493044,6.814664989205704,372.6371121167759,447.7298336703118,16.286566358694376,46.43501167181094,3.790928186708087,0
,199.25825961930556,37669.57082324085,7.752623152072244,348.1525807560821,407.7528766010238,13.332216465168038,46.692430257038396,4.824712936185932,0
9.383633987993989,150.79548727676092,30854.600805287395,8.297427024657622,,409.6384591146055,9.492704814177317,75.97920843594773,3.7917300195615176,0
7.354851655832859,153.91906862279188,16805.537965058204,5.83409613475424,247.32298015220056,433.31278185291865,16.426713339519846,59.67572498812601,3.9866440679433537,1
5.24329645241925,151.80275419229525,13210.125141674394,6.003179567422107,,405.8397379628375,15.684305732029513,74.26501973158334,3.2075308117469943,0
5.0277612011315025,211.7264828780669,10012.330128008673,7.419767363133846,318.0615815346073,443.7583783056803,17.083255817713578,82.43569039644701,3.758918946705518,1
9.556391898346874,262.0446251410134,34934.17751125815,8.548460556632078,377.2623201809099,386.9911435346481,13.395429755725747,73.87682624497764,5.653394795660822,1
9.665498581174946,239.59866380800682,15189.411526883116,5.277788056354384,410.10171876877735,587.7914254997663,8.74156318372846,56.157621625409156,3.267698476281229,0
6.810721180076099,135.32847362732593,34995.61595087836,6.8072427415426695,,405.8389005362119,16.061408604153094,87.1835276981634,4.3114156410918,0
6.505219018296018,241.47443001823308,26618.881798360322,6.734106121906987,,471.5689126099773,14.269828875257502,78.42238745817689,3.615496901249238,1
